data_hora,AnoCol,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q1_num,q1_ord,q1_sentimento,q2_cat,q3_num,q3_ord,q3_nivel,q4_texto,q5_texto,q6_num,q6_ord,q7_cat,q8_ord,q9_cat,q10_num,q10_ord,q11_cat,q12_cat,q13_num,q13_ord,q14_num,q14_ord,q15_num,q15_ord,q16_num,q16_ord,q17_num,q17_ord,q18_num,q18_ord,q19_texto,q20_texto
2025-09-11T06:06:11Z,2025,5,Orientação e supervisão direta das atividades dos jovens,5,"Interesse dos beneficiários, capacitação dos beneficiários, e as despedidas, quando eles ficam treinados vão embora.","Apoio da gestão, a convivência com os jovens,  poder passar pra eles o funcionamento do serviço.",4,Não,É fundamental,Acompanhamento por um profissional/colega ou servidor mais experiente,2,Reuniões presenciais,Diariamente,5,5,5,3,5,5,"Aqui na unidade o acolhimento é realizado em outra unidade,  é outro serviço completamente diferente, outra realidade o que tem impactado negativamente.","Aqui na unidade são os únicos profissionais que temos, se tirar fecha o serviço.",5,5,Positivo (4-5),Orientação e supervisão direta,5,5,Alto desafio (4-5),"Interesse dos beneficiários, capacitação dos beneficiários, e as despedidas, quando eles ficam treinados vão embora.","Apoio da gestão, a convivência com os jovens, poder passar pra eles o funcionamento do serviço.",4,4,Não (Não possui),É fundamental,Acompanhamento por servidor mais experiente,2,2,Outros canais,Diariamente,5,5,5,5,5,5,3,3,5,5,5,5,"Aqui na unidade o acolhimento é realizado em outra unidade, é outro serviço completamente diferente, outra realidade o que tem impactado negativamente.","Aqui na unidade são os únicos profissionais que temos, se tirar fecha o serviço."
2025-09-17T08:31:49Z,2025,5,Orientação e supervisão direta das atividades dos jovens,3,Ausência de contato direto com a gestão da FESF SUS; onde no HGESF ocorre através do RH.,"Acolhimento, Orientação e Coordenação.",5,Sim,É fundamental,"Com todo cuidado, orientação e atenção",1,Todo contato ocorre através do RH da Unidade. A gestão atual sequer responde WhatsApp ou atende as ligações.,Diariamente,1,5,2,5,4,5,Considero fundamental a melhoria da comunicação entre as Coordenações.,"Relação entre as gestões/coordenações. 
O Rh da Unidade não pode responder pela Coordenação do Setor, no qual se encontra o beneficiário do programa.",5,5,Positivo (4-5),Orientação e supervisão direta,3,3,Desafio moderado (3),Ausência de contato direto com a gestão da FESF SUS; onde no HGESF ocorre através do RH.,"Acolhimento, Orientação e Coordenação.",5,5,Sim (Possui protocolos),É fundamental,Múltiplas formas / Outras práticas,1,1,WhatsApp exclusivo,Diariamente,1,1,5,5,2,2,5,5,4,4,5,5,Considero fundamental a melhoria da comunicação entre as Coordenações.,"Relação entre as gestões/coordenações. O Rh da Unidade não pode responder pela Coordenação do Setor, no qual se encontra o beneficiário do programa."
2025-09-17T10:20:05Z,2025,5,Desde o acolhimento ao processo de término de contrato.,3,Situações de não pagamento de vale transporte no período adequado; possível incompatibilidade para cumprimento da escala de serviço; não adequação às normas da instituição.,Acolhimento do novo colaborador; capacidade de dialogar e intermediar situações; estar à disposição para auxiliar em demandas.,4,Sim,É fundamental,Acompanhamento por um profissional/colega ou servidor mais experiente,3,Whatsapp,Não há uma periodicidade exata.,4,4,2,4,4,4,"Acredito que seria interessante que o ponto focal tivesse acesso às informações ou resoluções de situações referentes ao portal RH, como por exemplo confirmação de programação de férias ou até mesmo o envio de registros de acidentes de trabalho.",Alguns trabalhadores educandos têm questionado quanto ao atraso do pagamento de vale transporte.,5,5,Positivo (4-5),Outras atribuições,3,3,Desafio moderado (3),Situações de não pagamento de vale transporte no período adequado; possível incompatibilidade para cumprimento da escala de serviço; não adequação às normas da instituição.,Acolhimento do novo colaborador; capacidade de dialogar e intermediar situações; estar à disposição para auxiliar em demandas.,4,4,Sim (Possui protocolos),É fundamental,Acompanhamento por servidor mais experiente,3,3,WhatsApp exclusivo,Raramente / Eventual,4,4,4,4,2,2,4,4,4,4,4,4,"Acredito que seria interessante que o ponto focal tivesse acesso às informações ou resoluções de situações referentes ao portal RH, como por exemplo confirmação de programação de férias ou até mesmo o envio de registros de acidentes de trabalho.",Alguns trabalhadores educandos têm questionado quanto ao atraso do pagamento de vale transporte.
2025-09-17T12:49:27Z,2025,5,Acolhimento e integração dos jovens,4,"1 - Não ter concurso público. Para aervidores.
2 -  A forma de escolha de participar  no PPE.
3 - Avaliar a cada 6 meses os participantes.","1 - O acolhimento  e orientação. 
2 - O diálogo  permanente.
3 - O contato direto.",4,Sim,É fundamental,Acompanhamento por um profissional/colega ou servidor mais experiente,4,Whatsapp,Mensalmente,4,5,5,3,4,4,Ter contato permanente.,não,5,5,Positivo (4-5),Outras atribuições,4,4,Alto desafio (4-5),1 - Não ter concurso público. Para aervidores. 2 - A forma de escolha de participar no PPE. 3 - Avaliar a cada 6 meses os participantes.,1 - O acolhimento e orientação. 2 - O diálogo permanente. 3 - O contato direto.,4,4,Sim (Possui protocolos),É fundamental,Acompanhamento por servidor mais experiente,4,4,WhatsApp exclusivo,Quinzenalmente ou Mensalmente,4,4,5,5,5,5,3,3,4,4,4,4,Ter contato permanente.,não
2025-09-17T14:21:40Z,2025,4,Acompanhamento do desempenho e frequência dos jovens,5,Nenhum.,"Diálogo, orientação e acolher",4,Talvez,É fundamental,Apresentação formal à equipe,5,Whatsapp,Mensalmente,3,5,4,4,5,5,Interagir mais,Não,4,4,Positivo (4-5),Acompanhamento de desempenho e frequência,5,5,Alto desafio (4-5),Nenhum.,"Diálogo, orientação e acolher",4,4,Não tenho certeza / Talvez,É fundamental,Apresentação formal à equipe,5,5,WhatsApp exclusivo,Quinzenalmente ou Mensalmente,3,3,5,5,4,4,4,4,5,5,5,5,Interagir mais,Não
2025-09-17T15:32:46Z,2025,3,Acolhimento e integração dos jovens,1,Nenhum,Nenhuma,3,Talvez,Contribui em alguma medida,Apresentação formal à equipe,3,Whatsapp,Nao acompanho,3,5,3,3,4,4,Nao tenho sugestão,Prefiro nao opinar,3,3,Neutro (3),Outras atribuições,1,1,Baixo desafio (1-2),Nenhum,Nenhuma,3,3,Não tenho certeza / Talvez,Contribui em alguma medida,Apresentação formal à equipe,3,3,WhatsApp exclusivo,Raramente / Eventual,3,3,5,5,3,3,3,3,4,4,4,4,Nao tenho sugestão,Prefiro nao opinar
2025-09-17T15:35:04Z,2025,3,Orientação e supervisão direta das atividades dos jovens,5,"Falta de responsabilidade,Falta de  iniciativa, brincadeira em excesso.","Facilidade em ensinar, Sempre prestativo, Respeito",4,Talvez,É fundamental,Acompanhamento por um profissional/colega ou servidor mais experiente,4,Whatsapp,Diariamente,4,2,2,4,3,5,Acompanhamento maior do supervisor do programa PPEs com os mesmos; Maior rigidez na cobrança com os PPEs.,Sim. Deveria ter um acompanhamento mais próximo do Supervisor com as chefias imediatas.,3,3,Neutro (3),Orientação e supervisão direta,5,5,Alto desafio (4-5),"Falta de responsabilidade,Falta de iniciativa, brincadeira em excesso.","Facilidade em ensinar, Sempre prestativo, Respeito",4,4,Não tenho certeza / Talvez,É fundamental,Acompanhamento por servidor mais experiente,4,4,WhatsApp exclusivo,Diariamente,4,4,2,2,2,2,4,4,3,3,5,5,Acompanhamento maior do supervisor do programa PPEs com os mesmos; Maior rigidez na cobrança com os PPEs.,Sim. Deveria ter um acompanhamento mais próximo do Supervisor com as chefias imediatas.
2025-09-17T16:49:40Z,2025,4,Orientação e supervisão direta das atividades dos jovens,4,Pessoas com dificuldade de execução das atividades esperadas,"Bom contato com responsável direto,",4,Sim,Contribui em alguma medida,Participação em eventos de integração,4,Whatsapp,Diariamente,1,3,4,3,4,4,Melhor tempo de integração,Não,4,4,Positivo (4-5),Orientação e supervisão direta,4,4,Alto desafio (4-5),Pessoas com dificuldade de execução das atividades esperadas,"Bom contato com responsável direto,",4,4,Sim (Possui protocolos),Contribui em alguma medida,Múltiplas formas / Outras práticas,4,4,WhatsApp exclusivo,Diariamente,1,1,3,3,4,4,3,3,4,4,4,4,Melhor tempo de integração,Não
2025-09-17T17:22:51Z,2025,4,Acompanhamento do desempenho e frequência dos jovens,4,"falta de diálogo, interaçâo, criatividade",A comumicação a motivação e bem estar no ambiente de trabalho,3,Sim,Contribui em alguma medida,Acompanhamento por um profissional/colega ou servidor mais experiente,3,E-mail,Diariamente,3,3,3,3,3,4,O conhecimento é fundamental,nâo,4,4,Positivo (4-5),Acompanhamento de desempenho e frequência,4,4,Alto desafio (4-5),"falta de diálogo, interaçâo, criatividade",A comumicação a motivação e bem estar no ambiente de trabalho,3,3,Sim (Possui protocolos),Contribui em alguma medida,Acompanhamento por servidor mais experiente,3,3,E-mail exclusivo,Diariamente,3,3,3,3,3,3,3,3,3,3,4,4,O conhecimento é fundamental,nâo
2025-09-17T19:56:39Z,2025,5,Acolhimento e integração dos jovens,3,Gerenciar os conflitos interpessoais,Os jovens geralmente tem facilidade para aprender e isso torna melhor o nosso trabalho,5,Não,É fundamental,Acompanhamento por um profissional/colega ou servidor mais experiente,4,Whatsapp,Mensalmente,3,3,4,3,3,3,Deveria ter algum projeto visando a integração entre eles no ambiente de trabalho,Precisa organizar melhor na distribuição dos uniformes e crachás e depois ao final dos contratos ja que solicitam a devolução de uniformes e crachas que se responsabilizem por levar de volta para Salvador ou dar oitro destino.,5,5,Positivo (4-5),Outras atribuições,3,3,Desafio moderado (3),Gerenciar os conflitos interpessoais,Os jovens geralmente tem facilidade para aprender e isso torna melhor o nosso trabalho,5,5,Não (Não possui),É fundamental,Acompanhamento por servidor mais experiente,4,4,WhatsApp exclusivo,Quinzenalmente ou Mensalmente,3,3,3,3,4,4,3,3,3,3,3,3,Deveria ter algum projeto visando a integração entre eles no ambiente de trabalho,Precisa organizar melhor na distribuição dos uniformes e crachás e depois ao final dos contratos ja que solicitam a devolução de uniformes e crachas que se responsabilizem por levar de volta para Salvador ou dar oitro destino.
2025-09-18T07:04:11Z,2025,5,Orientação e supervisão direta das atividades dos jovens,5,"Orientação constante 
Estímulo para interesse das atividades do trabalho no cotidiano
Demonstrar a importância das atividades em foco não como uma rotina mas como importância da atividade a exercer","Supervisão 
Orientação 
Estímulo no desenvolvimento das atividades do cotidiano",4,Não,É fundamental,Acompanhamento por um profissional/colega ou servidor mais experiente,1,E-mail,Diariamente,4,5,4,4,4,4,Estímulo e valorização dos mesmos da do foco a importância e possível estabilidade.,Não,5,5,Positivo (4-5),Orientação e supervisão direta,5,5,Alto desafio (4-5),Orientação constante Estímulo para interesse das atividades do trabalho no cotidiano Demonstrar a importância das atividades em foco não como uma rotina mas como importância da atividade a exercer,Supervisão Orientação Estímulo no desenvolvimento das atividades do cotidiano,4,4,Não (Não possui),É fundamental,Acompanhamento por servidor mais experiente,1,1,E-mail exclusivo,Diariamente,4,4,5,5,4,4,4,4,4,4,4,4,Estímulo e valorização dos mesmos da do foco a importância e possível estabilidade.,Não
2025-09-18T09:41:29Z,2025,5,Acompanhamento do desempenho e frequência dos jovens,2,"Não temos desafios no momento, a equipe de PPE e excelente e comprometida.",Na unidade da qual faço  temos a possibilidade de remanejar o PPE de setor quando ele não se adapta .,5,Não,É fundamental,Acompanhamento por um profissional/colega ou servidor mais experiente,5,Whatsapp,Diariamente,1,5,1,5,5,5,"O Projeto é excelente ,no momento não tenho sugestões para aprimorar.",No momento não.,5,5,Positivo (4-5),Acompanhamento de desempenho e frequência,2,2,Baixo desafio (1-2),"Não temos desafios no momento, a equipe de PPE e excelente e comprometida.",Na unidade da qual faço temos a possibilidade de remanejar o PPE de setor quando ele não se adapta .,5,5,Não (Não possui),É fundamental,Acompanhamento por servidor mais experiente,5,5,WhatsApp exclusivo,Diariamente,1,1,5,5,1,1,5,5,5,5,5,5,"O Projeto é excelente ,no momento não tenho sugestões para aprimorar.",No momento não.
2025-09-18T14:02:51Z,2025,5,Acompanhamento do desempenho e frequência dos jovens,4,"Mediar as relações interpessoais entre os PPE's e Coordenações de setores;
Controlar a frequência;
Acompanhar e orientar sobre questões comportamentais.","O pronto atendimento dos monitores quando solicitados, bem como, da equipe Multi disciplinar na resolução das demandas encaminhadas.",5,Sim,É fundamental,Acompanhamento por um profissional/colega ou servidor mais experiente,5,Whatsapp,Diariamente,3,3,4,3,3,3,Sem sugestões.,"Criação de normas e critérios para desligamento ou afastamento, quando o não enquadramento dos beneficiários.",5,5,Positivo (4-5),Acompanhamento de desempenho e frequência,4,4,Alto desafio (4-5),Mediar as relações interpessoais entre os PPE's e Coordenações de setores; Controlar a frequência; Acompanhar e orientar sobre questões comportamentais.,"O pronto atendimento dos monitores quando solicitados, bem como, da equipe Multi disciplinar na resolução das demandas encaminhadas.",5,5,Sim (Possui protocolos),É fundamental,Acompanhamento por servidor mais experiente,5,5,WhatsApp exclusivo,Diariamente,3,3,3,3,4,4,3,3,3,3,3,3,Sem sugestões.,"Criação de normas e critérios para desligamento ou afastamento, quando o não enquadramento dos beneficiários."
2025-09-18T14:45:58Z,2025,5,Acompanhamento do desempenho e frequência dos jovens,2,Falta de diálogo entre os focais e os coordenadores do projeto.,Facilidade de comunicação com os TE's,5,Sim,Contribui significativamente,Acompanhamento por um profissional/colega ou servidor mais experiente,2,Whatsapp,Diariamente,2,4,1,5,5,5,Mais treinamentos.,A comunicação do ponto focal com os coordenadores.,5,5,Positivo (4-5),Acompanhamento de desempenho e frequência,2,2,Baixo desafio (1-2),Falta de diálogo entre os focais e os coordenadores do projeto.,Facilidade de comunicação com os TE's,5,5,Sim (Possui protocolos),Contribui significativamente,Acompanhamento por servidor mais experiente,2,2,WhatsApp exclusivo,Diariamente,2,2,4,4,1,1,5,5,5,5,5,5,Mais treinamentos.,A comunicação do ponto focal com os coordenadores.
2025-09-18T15:09:55Z,2025,4,Orientação e supervisão direta das atividades dos jovens,4,dificuldade em lidar com alguns PPE/Avaliar aquele que tem dificuldade em desenvolver atividades/manter a harmonia entre PPE e demais técnicos,muito diálogo/interação e disponibilidade para ouvi-los,4,Sim,Contribui significativamente,Acompanhamento por um profissional/colega ou servidor mais experiente,4,E-mail,Diariamente,4,3,5,4,3,4,"Penso que melhorar os critérios de seleção/aquele que não está sendo bem avaliado, não renovar contrato",Atentar-se para a avaliação,4,4,Positivo (4-5),Orientação e supervisão direta,4,4,Alto desafio (4-5),dificuldade em lidar com alguns PPE/Avaliar aquele que tem dificuldade em desenvolver atividades/manter a harmonia entre PPE e demais técnicos,muito diálogo/interação e disponibilidade para ouvi-los,4,4,Sim (Possui protocolos),Contribui significativamente,Acompanhamento por servidor mais experiente,4,4,E-mail exclusivo,Diariamente,4,4,3,3,5,5,4,4,3,3,4,4,"Penso que melhorar os critérios de seleção/aquele que não está sendo bem avaliado, não renovar contrato",Atentar-se para a avaliação
2025-09-18T15:40:59Z,2025,3,Acolhimento e integração dos jovens,1,1 COLOCAR EM LOCAL ADEQUADO,"1RECEBE-LOS
",4,Talvez,É fundamental,Acompanhamento por um profissional/colega ou servidor mais experiente,1,E-mail,NUNCA,5,3,3,3,5,5,ESCLARECER PARA O PPE QUE É CONTRATO TEMPORARIO,NÃO POSSO QUERER MUDAR UM PROGRAMA POR UMA INCONFORMIDADE QUE ACONTECE NO MEU SETOR.,3,3,Neutro (3),Outras atribuições,1,1,Baixo desafio (1-2),1 COLOCAR EM LOCAL ADEQUADO,1RECEBE-LOS,4,4,Não tenho certeza / Talvez,É fundamental,Acompanhamento por servidor mais experiente,1,1,E-mail exclusivo,Raramente / Eventual,5,5,3,3,3,3,3,3,5,5,5,5,ESCLARECER PARA O PPE QUE É CONTRATO TEMPORARIO,NÃO POSSO QUERER MUDAR UM PROGRAMA POR UMA INCONFORMIDADE QUE ACONTECE NO MEU SETOR.
2025-09-19T09:13:28Z,2025,5,Acolhimento e integração dos jovens,5,"Pouca frequência dos supervisores regionais, 
Disponibilidade de colaboradores na área de enfermagem","Boa adaptação dos colaboradores do PPE
Assiduidade e disponibilidade para desempenho das funções
Bom comportamento e atenção com todos",5,Talvez,Contribui significativamente,Acompanhamento por um profissional/colega ou servidor mais experiente,5,Whatsapp,Diariamente,4,5,4,4,5,5,"Um acompanhamento presencial da supervisão regional com mais frequência, para dialogo  e orientações para os colaboradores bem com aos gestores","Precisam considerar que nem todos os colaboradores tem a mesma estrutura física corporal, e geralmente manda as blusas só M, G. ´faz se necessário buscar saber o tamanho de cada colaborador pra mandar as blusas, (tenho um colaborador aqui que é tamanho Extra G, ""GGG"" e não tem farda.",5,5,Positivo (4-5),Outras atribuições,5,5,Alto desafio (4-5),"Pouca frequência dos supervisores regionais, Disponibilidade de colaboradores na área de enfermagem",Boa adaptação dos colaboradores do PPE Assiduidade e disponibilidade para desempenho das funções Bom comportamento e atenção com todos,5,5,Não tenho certeza / Talvez,Contribui significativamente,Acompanhamento por servidor mais experiente,5,5,WhatsApp exclusivo,Diariamente,4,4,5,5,4,4,4,4,5,5,5,5,"Um acompanhamento presencial da supervisão regional com mais frequência, para dialogo e orientações para os colaboradores bem com aos gestores","Precisam considerar que nem todos os colaboradores tem a mesma estrutura física corporal, e geralmente manda as blusas só M, G. ´faz se necessário buscar saber o tamanho de cada colaborador pra mandar as blusas, (tenho um colaborador aqui que é tamanho Extra G, ""GGG"" e não tem farda."
2025-09-19T11:09:05Z,2025,5,"Item 1,3 e 4",3,Melhorias na intermediação da comunicação com o órgão e coordenadores do estabelecimento de saúde.,Observar o desenvolvimento e melhoria do desempenho dos Técnicos Educandos.,3,Sim,Contribui em alguma medida,"Um pouco de cada item, porém ocorre em um período mais dilatado. Além disso, quando ocorre a comunicação prévia do encaminhamento do Técnico Educando permite uma melhor organização para seu acolhimento.",3,WhatsApp e E- mail.,Esse acompanhamento é feito de forma mais específica através dos coordenadores dos diferentes setores.,4,4,3,4,4,4,"Que seja realizado pelo menos um evento por semestre envolvendo a participação da FESF,
dos Técnicos Educandos, Pontos focais e coordenadores que tem em suas equipes integrantes do Programa.","A questão do envio da comunicação prévia indicando a data de início/ encaminhamento de Técnicos Educandos ao estabelecimento de Saúde, com vistas a obter melhorias nos processos de acolhimento e integração dos mesmos.",5,5,Positivo (4-5),Outras atribuições,3,3,Desafio moderado (3),Melhorias na intermediação da comunicação com o órgão e coordenadores do estabelecimento de saúde.,Observar o desenvolvimento e melhoria do desempenho dos Técnicos Educandos.,3,3,Sim (Possui protocolos),Contribui em alguma medida,Múltiplas formas / Outras práticas,3,3,WhatsApp exclusivo,Raramente / Eventual,4,4,4,4,3,3,4,4,4,4,4,4,"Que seja realizado pelo menos um evento por semestre envolvendo a participação da FESF, dos Técnicos Educandos, Pontos focais e coordenadores que tem em suas equipes integrantes do Programa.","A questão do envio da comunicação prévia indicando a data de início/ encaminhamento de Técnicos Educandos ao estabelecimento de Saúde, com vistas a obter melhorias nos processos de acolhimento e integração dos mesmos."
2025-09-19T11:14:54Z,2025,5,Orientação e supervisão direta das atividades dos jovens,4,"Equilibrar várias demandas e prazos concorrentes, manter o engajamento das partes envolvidas e garantir que todos sigam o mesmo direcionamento ao longo do tempo","Desenvolver resultados da organização, através do ensino e desenvolvimento do jovem.",5,Sim,Contribui significativamente,Acompanhamento por um profissional/colega ou servidor mais experiente,4,E-mail,Semanalmente,3,1,5,1,3,3,Monitorar e avaliar continuamente o desenvolvimento das ações previstas no PPE; Criação de indicadores claros de acompanhamento (quantitativos e qualitativos) alinhados às metas do PPE.,Não,5,5,Positivo (4-5),Orientação e supervisão direta,4,4,Alto desafio (4-5),"Equilibrar várias demandas e prazos concorrentes, manter o engajamento das partes envolvidas e garantir que todos sigam o mesmo direcionamento ao longo do tempo","Desenvolver resultados da organização, através do ensino e desenvolvimento do jovem.",5,5,Sim (Possui protocolos),Contribui significativamente,Acompanhamento por servidor mais experiente,4,4,E-mail exclusivo,Semanalmente,3,3,1,1,5,5,1,1,3,3,3,3,Monitorar e avaliar continuamente o desenvolvimento das ações previstas no PPE; Criação de indicadores claros de acompanhamento (quantitativos e qualitativos) alinhados às metas do PPE.,Não
2025-09-19T12:28:29Z,2025,5,Acolhimento e integração dos jovens,4,"Disponibilidade de tempo, variedade das questões existentes, compatibilização dos interesses entre os educandos e a Unidade","Parceria com nossas lideranças no desenvolvimento do Projeto, apoio da FESF, interesse dos educandos em se desenvolverem.",5,Sim,Contribui significativamente,Apresentação formal à equipe,4,Whatsapp,Na medida que surgem situações para a situação,2,4,3,3,4,4,"Precisamos criar um entendimento sobre o mercado de trabalho, pois a maioria dos educandos não identificam as normas e protocolos hierarquicos de forma clara.","O caminho é este que estamos seguindo, acompanhando o desenvolvimento , tanto no aspecto profissional quanto no comportamental e investindo mais em treinamento.",5,5,Positivo (4-5),Outras atribuições,4,4,Alto desafio (4-5),"Disponibilidade de tempo, variedade das questões existentes, compatibilização dos interesses entre os educandos e a Unidade","Parceria com nossas lideranças no desenvolvimento do Projeto, apoio da FESF, interesse dos educandos em se desenvolverem.",5,5,Sim (Possui protocolos),Contribui significativamente,Apresentação formal à equipe,4,4,WhatsApp exclusivo,Raramente / Eventual,2,2,4,4,3,3,3,3,4,4,4,4,"Precisamos criar um entendimento sobre o mercado de trabalho, pois a maioria dos educandos não identificam as normas e protocolos hierarquicos de forma clara.","O caminho é este que estamos seguindo, acompanhando o desenvolvimento , tanto no aspecto profissional quanto no comportamental e investindo mais em treinamento."
2025-09-19T14:25:43Z,2025,5,Acolhimento e integração dos jovens,3,Quando não temos a monitora presente na unidade; fluxo de comunicação com a FESF; interação com as atividades de capacitação realizadas pela FESF,Comunicação com a monitora; rapidez nas respostas às solicitações; interação com os trabalhadores educandos.,4,Não,É fundamental,Participação em eventos de integração,4,E-mail,conforme demanda,2,5,2,4,5,5,Reuniões regulares entre as instituições com articulação das atividades propostas,Acredito que as unidades maiores devam contar com uma monitoria exclusiva. A mudança para atenção à várias unidades dificulta o acompanhamento e desenvolvimento das atividades.,5,5,Positivo (4-5),Outras atribuições,3,3,Desafio moderado (3),Quando não temos a monitora presente na unidade; fluxo de comunicação com a FESF; interação com as atividades de capacitação realizadas pela FESF,Comunicação com a monitora; rapidez nas respostas às solicitações; interação com os trabalhadores educandos.,4,4,Não (Não possui),É fundamental,Múltiplas formas / Outras práticas,4,4,E-mail exclusivo,Raramente / Eventual,2,2,5,5,2,2,4,4,5,5,5,5,Reuniões regulares entre as instituições com articulação das atividades propostas,Acredito que as unidades maiores devam contar com uma monitoria exclusiva. A mudança para atenção à várias unidades dificulta o acompanhamento e desenvolvimento das atividades.
2025-09-20T10:04:54Z,2025,5,Acolhimento e integração dos jovens,2,"Integrar os educando as normas da instituição, passar o conhecimento teórico e práticos necessários para o desenvolvimento das atividades serem desempenhadas, manejar conflitos entre as indisciplinas.","Guiar o educando quanto ao esclarecimento de dúvidas no seu processo de aprendizagem, Monitorar e avaliar o seu desempenho , Promover um espaço de aprendizagem e aproveitamento quanto instituição e PPE.",5,Sim,Contribui significativamente,Acompanhamento por um profissional/colega ou servidor mais experiente,4,Whatsapp,Diariamente,4,5,3,5,4,4,"O programa PPE desenvolve um papel muito importante de aprendizagem e aproveitamento dentro das instituições para que possamos formar profissionais capacitados, e isso requer incentivo  na ampliação no numero de vagas dentro da nossa instituição.",Não,5,5,Positivo (4-5),Outras atribuições,2,2,Baixo desafio (1-2),"Integrar os educando as normas da instituição, passar o conhecimento teórico e práticos necessários para o desenvolvimento das atividades serem desempenhadas, manejar conflitos entre as indisciplinas.","Guiar o educando quanto ao esclarecimento de dúvidas no seu processo de aprendizagem, Monitorar e avaliar o seu desempenho , Promover um espaço de aprendizagem e aproveitamento quanto instituição e PPE.",5,5,Sim (Possui protocolos),Contribui significativamente,Acompanhamento por servidor mais experiente,4,4,WhatsApp exclusivo,Diariamente,4,4,5,5,3,3,5,5,4,4,4,4,"O programa PPE desenvolve um papel muito importante de aprendizagem e aproveitamento dentro das instituições para que possamos formar profissionais capacitados, e isso requer incentivo na ampliação no numero de vagas dentro da nossa instituição.",Não
2025-09-22T12:06:16Z,2025,5,Acolhimento e integração dos jovens,5,"Rcp, PCR, paciente em estados graves de entubação","Avp, cuidados aos pacientes",5,Sim,É fundamental,Acompanhamento por um profissional/colega ou servidor mais experiente,5,Whatsapp,Quinzenalmente,5,5,3,1,5,4,"Reunião frequentes, alguns treinamento para área hospitalar Técnico",Não,5,5,Positivo (4-5),Outras atribuições,5,5,Alto desafio (4-5),"Rcp, PCR, paciente em estados graves de entubação","Avp, cuidados aos pacientes",5,5,Sim (Possui protocolos),É fundamental,Acompanhamento por servidor mais experiente,5,5,WhatsApp exclusivo,Quinzenalmente ou Mensalmente,5,5,5,5,3,3,1,1,5,5,4,4,"Reunião frequentes, alguns treinamento para área hospitalar Técnico",Não
2025-09-22T12:34:28Z,2025,4,Acompanhamento do desempenho e frequência dos jovens,4,"Nível de conhecimento, pode deixar resolutividade",Boa aceitação,4,Sim,É fundamental,Acompanhamento por um profissional/colega ou servidor mais experiente,3,Whatsapp,Mensalmente,3,4,3,2,4,4,Vistorias,Falta de preparo técnico,4,4,Positivo (4-5),Acompanhamento de desempenho e frequência,4,4,Alto desafio (4-5),"Nível de conhecimento, pode deixar resolutividade",Boa aceitação,4,4,Sim (Possui protocolos),É fundamental,Acompanhamento por servidor mais experiente,3,3,WhatsApp exclusivo,Quinzenalmente ou Mensalmente,3,3,4,4,3,3,2,2,4,4,4,4,Vistorias,Falta de preparo técnico
2025-09-22T13:04:50Z,2025,5,Orientação e supervisão direta das atividades dos jovens,3,.,.,5,Sim,Contribui significativamente,Acompanhamento por um profissional/colega ou servidor mais experiente,3,E-mail,Mensalmente,2,5,4,3,5,5,.,.,5,5,Positivo (4-5),Orientação e supervisão direta,3,3,Desafio moderado (3),.,.,5,5,Sim (Possui protocolos),Contribui significativamente,Acompanhamento por servidor mais experiente,3,3,E-mail exclusivo,Quinzenalmente ou Mensalmente,2,2,5,5,4,4,3,3,5,5,5,5,.,.
2025-09-22T13:06:27Z,2025,5,Orientação e supervisão direta das atividades dos jovens,5,"Garantir um ambiente propenso para o desenvolvimentos dos jovens, direcionar os jovens no sentido de proporcionar um aprendizado eficaz e avaliar o aprendizado desenvolvido por cada jovem.","Acolhimento, experiência na área a qual supervisiono e comunicação efetiva.",5,Sim,É fundamental,Acompanhamento por um profissional/colega ou servidor mais experiente,3,Whatsapp,Diariamente,3,5,4,4,4,4,Os jovens do PPE deveriam desenvolver projetos de melhorias no ponto focal que está inserido.,Não,5,5,Positivo (4-5),Orientação e supervisão direta,5,5,Alto desafio (4-5),"Garantir um ambiente propenso para o desenvolvimentos dos jovens, direcionar os jovens no sentido de proporcionar um aprendizado eficaz e avaliar o aprendizado desenvolvido por cada jovem.","Acolhimento, experiência na área a qual supervisiono e comunicação efetiva.",5,5,Sim (Possui protocolos),É fundamental,Acompanhamento por servidor mais experiente,3,3,WhatsApp exclusivo,Diariamente,3,3,5,5,4,4,4,4,4,4,4,4,Os jovens do PPE deveriam desenvolver projetos de melhorias no ponto focal que está inserido.,Não
2025-09-22T13:41:46Z,2025,5,Orientação e supervisão direta das atividades dos jovens,5,"pontualidade, compromisso,  responsabilidade.","Dedicação, orientação. Amor ao próximo",5,Sim,Contribui significativamente,Participação em eventos de integração,5,Whatsapp,Diariamente,5,5,5,5,5,5,Atenção e entender o lado do outro,Nao,5,5,Positivo (4-5),Orientação e supervisão direta,5,5,Alto desafio (4-5),"pontualidade, compromisso, responsabilidade.","Dedicação, orientação. Amor ao próximo",5,5,Sim (Possui protocolos),Contribui significativamente,Múltiplas formas / Outras práticas,5,5,WhatsApp exclusivo,Diariamente,5,5,5,5,5,5,5,5,5,5,5,5,Atenção e entender o lado do outro,Nao
